fecha;total
2023-12-31;1105170
2023-12-30;1444946
2023-12-29;2334644
2023-12-28;2877292
2023-12-27;1865999
2023-12-26;2044999
2023-12-25;699736
2023-12-24;1033833
2023-12-23;1456941
2023-12-22;2198659
2023-12-21;2616604
2023-12-20;2573955
2023-12-19;2324870
2023-12-18;2639881
2023-12-17;1131877
2023-12-16;1621247
2023-12-15;2683216
2023-12-14;2230891
2023-12-13;1959057
2023-12-12;2173901
2023-12-11;2126918
2023-12-10;979518
2023-12-09;1263670
2023-12-08;1851099
2023-12-07;2351150
2023-12-06;2381792
2023-12-05;2274652
2023-12-04;2343284
2023-12-03;1083487
2023-12-02;1608800
2023-12-01;2476848
2023-11-30;2327020
2023-11-29;2024653
2023-11-28;1942379
2023-11-27;1885625
2023-11-26;904571
2023-11-25;1363440
2023-11-24;2130431
2023-11-23;2419869
2023-11-22;2046905
2023-11-21;2038599
2023-11-20;1996639
2023-11-19;907177
2023-11-18;1231814
2023-11-17;2007951
2023-11-16;2277703
2023-11-15;2132307
2023-11-14;1917250
2023-11-13;1767085
2023-11-12;881981
2023-11-11;1155836
2023-11-10;2144724
2023-11-09;1976023
2023-11-08;2091918
2023-11-07;2065997
2023-11-06;2264186
2023-11-05;917289
2023-11-04;994835
2023-11-03;1108935
2023-11-02;1340812
2023-11-01;2490184
2023-10-31;2356707
2023-10-30;1828034
2023-10-29;845459
2023-10-28;1061179
2023-10-27;1846688
2023-10-26;1816905
2023-10-25;1918956
2023-10-24;1767880
2023-10-23;1702137
2023-10-22;814634
2023-10-21;1149002
2023-10-20;2154628
2023-10-19;2380910
2023-10-18;1756017
2023-10-17;1915227
2023-10-16;2110669
2023-10-15;856187
2023-10-14;1288410
2023-10-13;2128540
2023-10-12;1869775
2023-10-11;1827239
2023-10-10;1875457
2023-10-09;1001837
2023-10-08;776902
2023-10-07;1272982
2023-10-06;2077263
2023-10-05;2172134
2023-10-04;2136816
2023-10-03;2106619
2023-10-02;2442052
2023-10-01;1055572
2023-09-30;1591473
2023-09-29;2135934
2023-09-28;1999223
2023-09-27;1832860
2023-09-26;1704708
2023-09-25;1802362
2023-09-24;813807
2023-09-23;1046397
2023-09-22;2038254
2023-09-21;1795129
2023-09-20;2057698
2023-09-19;1745226
2023-09-18;2019876
2023-09-17;882023
2023-09-16;1304285
2023-09-15;2240403
2023-09-14;1783032
2023-09-13;1698553
2023-09-12;1574544
2023-09-11;1747683
2023-09-10;806072
2023-09-09;1145128
2023-09-08;2123281
2023-09-07;1704621
2023-09-06;2119112
2023-09-05;2062304
2023-09-04;2117287
2023-09-03;969373
2023-09-02;1348126
2023-09-01;2235600
2023-08-31;2267676
2023-08-30;1853112
2023-08-29;1872733
2023-08-28;1715200
2023-08-27;831977
2023-08-26;1128241
2023-08-25;1976196
2023-08-24;1634191
2023-08-23;1670880
2023-08-22;1585633
2023-08-21;1653828
2023-08-20;782098
2023-08-19;1647478
2023-08-18;1948077
2023-08-17;1801920
2023-08-16;2096363
2023-08-15;2188153
2023-08-14;1788682
2023-08-13;751872
2023-08-12;928754
2023-08-11;1117079
2023-08-10;1830363
2023-08-09;1748675
2023-08-08;1751525
2023-08-07;1917194
2023-08-06;862514
2023-08-05;1252262
2023-08-04;2221664
2023-08-03;2205215
2023-08-02;1875312
2023-08-01;2228891
2023-07-31;2200001
2023-07-30;861323
2023-07-29;1254259
2023-07-28;1988979
2023-07-27;1674510
2023-07-26;1583082
2023-07-25;1505791
2023-07-24;1384508
2023-07-23;770012
2023-07-22;1112008
2023-07-21;1710411
2023-07-20;1921133
2023-07-19;1977655
2023-07-18;1821713
2023-07-17;2026907
2023-07-16;874508
2023-07-15;1274675
2023-07-14;1931848
2023-07-13;1754061
2023-07-12;1711898
2023-07-11;1678926
2023-07-10;1855654
2023-07-09;807412
2023-07-08;1144233
2023-07-07;1782002
2023-07-06;2004447
2023-07-05;2102907
2023-07-04;2202117
2023-07-03;2257036
2023-07-02;992876
2023-07-01;1478968
2023-06-30;2228765
2023-06-29;1863403
2023-06-28;1584014
2023-06-27;1494309
2023-06-26;1535981
2023-06-25;779471
2023-06-24;1028508
2023-06-23;1614641
2023-06-22;1812785
2023-06-21;1904506
2023-06-20;1713344
2023-06-19;1722013
2023-06-18;845490
2023-06-17;1254824
2023-06-16;2133632
2023-06-15;2025881
2023-06-14;1681566
2023-06-13;1604593
2023-06-12;1689775
2023-06-11;819845
2023-06-10;1155070
2023-06-09;2092575
2023-06-08;1837663
2023-06-07;1971019
2023-06-06;1831909
2023-06-05;1960405
2023-06-04;914353
2023-06-03;1366367
2023-06-02;2223894
2023-06-01;2169713
2023-05-31;2453195
2023-05-30;2195911
2023-05-29;1810971
2023-05-28;742060
2023-05-27;908039
2023-05-26;1106856
2023-05-25;1828832
2023-05-24;1793903
2023-05-23;1526516
2023-05-22;1690878
2023-05-21;828730
2023-05-20;1216911
2023-05-19;2232347
2023-05-18;1894873
2023-05-17;1969337
2023-05-16;2041568
2023-05-15;1960638
2023-05-14;819435
2023-05-13;1238733
2023-05-12;1976992
2023-05-11;2082757
2023-05-10;1700568
2023-05-09;1829735
2023-05-08;1917264
2023-05-07;872525
2023-05-06;1222778
2023-05-05;2032146
2023-05-04;2388131
2023-05-03;2074937
2023-05-02;2365618
2023-05-01;1219482
2023-04-30;900972
2023-04-29;1312176
2023-04-28;2250813
2023-04-27;1703754
2023-04-26;1779994
2023-04-25;1793003
2023-04-24;1614302
2023-04-23;787721
2023-04-22;1132571
2023-04-21;1797625
2023-04-20;1758980
2023-04-19;2081959
2023-04-18;1800827
2023-04-17;2104780
2023-04-16;895836
2023-04-15;1343957
2023-04-14;2170462
2023-04-13;1753961
2023-04-12;1695493
2023-04-11;1769204
2023-04-10;1855329
2023-04-09;781058
2023-04-08;919169
2023-04-07;1047123
2023-04-06;1964318
2023-04-05;2251114
2023-04-04;2058248
2023-04-03;2193917
2023-04-02;917613
2023-04-01;1407254
2023-03-31;2231327
2023-03-30;1649295
2023-03-29;1561241
2023-03-28;1559948
2023-03-27;1478439
2023-03-26;741747
2023-03-25;1139563
2023-03-24;1887371
2023-03-23;1616290
2023-03-22;1910907
2023-03-21;1636056
2023-03-20;1714058
2023-03-19;813244
2023-03-18;1084345
2023-03-17;1979392
2023-03-16;2118832
2023-03-15;1894361
2023-03-14;1820283
2023-03-13;1721804
2023-03-12;774736
2023-03-11;1205631
2023-03-10;1880140
2023-03-09;1789701
2023-03-08;1631936
2023-03-07;1808925
2023-03-06;1847770
2023-03-05;827338
2023-03-04;1391262
2023-03-03;2089018
2023-03-02;2054748
2023-03-01;2120237
2023-02-28;3025236
2023-02-27;1888598
2023-02-26;739730
2023-02-25;1047262
2023-02-24;2034468
2023-02-23;1570624
2023-02-22;1785702
2023-02-21;720758
2023-02-20;711482
2023-02-19;673375
2023-02-18;915136
2023-02-17;1878466
2023-02-16;1976668
2023-02-15;1825413
2023-02-14;1770565
2023-02-13;1746825
2023-02-12;757864
2023-02-11;1048389
2023-02-10;1945378
2023-02-09;1630041
2023-02-08;2209404
2023-02-07;1721139
2023-02-06;1156351
2023-02-05;713155
2023-02-04;1376779
2023-02-03;1982549
2023-02-02;1829311
2023-02-01;1917632
2023-01-31;2388856
2023-01-30;2360098
2023-01-29;712299
2023-01-28;967080
2023-01-27;2069044
2023-01-26;1478887
2023-01-25;1393853
2023-01-24;1443814
2023-01-23;1751348
2023-01-22;700828
2023-01-21;1006307
2023-01-20;1806280
2023-01-19;1984401
2023-01-18;1513414
2023-01-17;1587770
2023-01-16;1882723
2023-01-15;783014
2023-01-14;1033026
2023-01-13;1868999
2023-01-12;1443477
2023-01-11;1490378
2023-01-10;1489405
2023-01-09;1562013
2023-01-08;710366
2023-01-07;1002486
2023-01-06;1633295
2023-01-05;2155137
2023-01-04;1630952
2023-01-03;2026330
2023-01-02;850657
2023-01-01;433157
2022-12-31;1120495
2022-12-30;2120796
2022-12-29;1959562
2022-12-28;1710614
2022-12-27;1794410
2022-12-26;1048503
2022-12-25;547505
2022-12-24;1203129
2022-12-23;1999764
2022-12-22;2172358
2022-12-21;2203926
2022-12-20;2095767
2022-12-19;2954034
2022-12-18;887948
2022-12-17;1313551
2022-12-16;2251261
2022-12-15;2508239
2022-12-14;2107715
2022-12-13;1775981
2022-12-12;1743968
2022-12-11;846627
2022-12-10;1097126
2022-12-09;1842968
2022-12-08;1894652
2022-12-07;2338323
2022-12-06;1773768
2022-12-05;1650688
2022-12-04;840632
2022-12-03;1171491
2022-12-02;2104484
2022-12-01;2328072
2022-11-30;2064212
2022-11-29;1760346
2022-11-28;2206975
2022-11-27;754327
2022-11-26;988743
2022-11-25;2451003
2022-11-24;1621673
2022-11-23;1743760
2022-11-22;1712015
2022-11-21;1550792
2022-11-20;701411
2022-11-19;1413737
2022-11-18;2317287
2022-11-17;1677916
2022-11-16;1754417
2022-11-15;1870256
2022-11-14;1802205
2022-11-13;751240
2022-11-12;1068059
2022-11-11;1729611
2022-11-10;1927806
2022-11-09;2028529
2022-11-08;1790926
2022-11-07;1758118
2022-11-06;726274
2022-11-05;800017
2022-11-04;868532
2022-11-03;1221721
2022-11-02;2091549
2022-11-01;1939469
2022-10-31;1936796
2022-10-30;765422
2022-10-29;1051720
2022-10-28;1736297
2022-10-27;1604431
2022-10-26;1644967
2022-10-25;1385105
2022-10-24;1541800
2022-10-23;862728
2022-10-22;988697
2022-10-21;1618594
2022-10-20;1768894
2022-10-19;1845521
2022-10-18;1625591
2022-10-17;1948820
2022-10-16;795869
2022-10-15;1083913
2022-10-14;1936360
2022-10-13;1564079
2022-10-12;1489944
2022-10-11;1654009
2022-10-10;888054
2022-10-09;666835
2022-10-08;1006079
2022-10-07;1714683
2022-10-06;1784264
2022-10-05;1786666
2022-10-04;1717000
2022-10-03;2149492
2022-10-02;902821
2022-10-01;1306033
2022-09-30;2052759
2022-09-29;1688328
2022-09-28;1676213
2022-09-27;1406047
2022-09-26;1415911
2022-09-25;667437
2022-09-24;874501
2022-09-23;1464466
2022-09-22;1507628
2022-09-21;1705570
2022-09-20;1509154
2022-09-19;1557525
2022-09-18;801486
2022-09-17;1029696
2022-09-16;1907946
2022-09-15;1838345
2022-09-14;1479122
2022-09-13;1467357
2022-09-12;1741787
2022-09-11;721830
2022-09-10;1022161
2022-09-09;1561149
2022-09-08;1697785
2022-09-07;1725777
2022-09-06;1909595
2022-09-05;1858022
2022-09-04;819589
2022-09-03;1257346
2022-09-02;1849571
2022-09-01;1985283
2022-08-31;2276613
2022-08-30;1790307
2022-08-29;1643222
2022-08-28;701892
2022-08-27;1144933
2022-08-26;1591707
2022-08-25;1581727
2022-08-24;1429038
2022-08-23;1448078
2022-08-22;1549936
2022-08-21;749615
2022-08-20;1049002
2022-08-19;2219748
2022-08-18;1716795
2022-08-17;1601816
2022-08-16;1979959
2022-08-15;1944211
2022-08-14;748958
2022-08-13;856834
2022-08-12;1136887
2022-08-11;1934010
2022-08-10;1709257
2022-08-09;1602212
2022-08-08;1677793
2022-08-07;732346
2022-08-06;1082562
2022-08-05;1929504
2022-08-04;1869149
2022-08-03;1635300
2022-08-02;1865300
2022-08-01;2073161
2022-07-31;850430
2022-07-30;1144730
2022-07-29;2078696
2022-07-28;1896173
2022-07-27;1649212
2022-07-26;1409309
2022-07-25;1467301
2022-07-24;684380
2022-07-23;905525
2022-07-22;1623304
2022-07-21;1674954
2022-07-20;2172574
2022-07-19;1486582
2022-07-18;1920720
2022-07-17;765329
2022-07-16;1163160
2022-07-15;1829040
2022-07-14;1674953
2022-07-13;1521987
2022-07-12;1615235
2022-07-11;1825199
2022-07-10;805547
2022-07-09;1018447
2022-07-08;1749679
2022-07-07;2049581
2022-07-06;2099135
2022-07-05;1806987
2022-07-04;1885113
2022-07-03;967618
2022-07-02;1216130
2022-07-01;2156954
2022-06-30;2029763
2022-06-29;1624744
2022-06-28;1550058
2022-06-27;1370614
2022-06-26;710784
2022-06-25;1017516
2022-06-24;1360602
2022-06-23;1425372
2022-06-22;1511484
2022-06-21;1408503
2022-06-20;1507540
2022-06-19;721530
2022-06-18;1153555
2022-06-17;1786873
2022-06-16;1702555
2022-06-15;1712274
2022-06-14;1647857
2022-06-13;1606659
2022-06-12;842715
2022-06-11;1106623
2022-06-10;1782419
2022-06-09;1659965
2022-06-08;1638325
2022-06-07;1787194
2022-06-06;1728605
2022-06-05;922981
2022-06-04;1341392
2022-06-03;1759345
2022-06-02;1973804
2022-06-01;1859141
2022-05-31;1955936
2022-05-30;1718712
2022-05-29;730428
2022-05-28;1048875
2022-05-27;1728603
2022-05-26;1764699
2022-05-25;1532178
2022-05-24;1530370
2022-05-23;953579
2022-05-22;693857
2022-05-21;1019590
2022-05-20;1899876
2022-05-19;1896842
2022-05-18;1641393
2022-05-17;1670599
2022-05-16;2127257
2022-05-15;839703
2022-05-14;1080877
2022-05-13;1815979
2022-05-12;1704294
2022-05-11;1564044
2022-05-10;1563484
2022-05-09;1567448
2022-05-08;860024
2022-05-07;1187403
2022-05-06;1949761
2022-05-05;2065546
2022-05-04;1806070
2022-05-03;2034358
2022-05-02;1066945
2022-05-01;896047
2022-04-30;1233601
2022-04-29;1996825
2022-04-28;1697355
2022-04-27;1460361
2022-04-26;1777867
2022-04-25;1658675
2022-04-24;734961
2022-04-23;985852
2022-04-22;1498833
2022-04-21;1520685
2022-04-20;1675642
2022-04-19;1742711
2022-04-18;1861712
2022-04-17;828655
2022-04-16;961324
2022-04-15;970313
2022-04-14;1956161
2022-04-13;1620738
2022-04-12;1600636
2022-04-11;1449928
2022-04-10;839545
2022-04-09;1080012
2022-04-08;1678054
2022-04-07;1975597
2022-04-06;1764944
2022-04-05;1841087
2022-04-04;1752619
2022-04-03;853665
2022-04-02;1172680
2022-04-01;1956134
2022-03-31;1961456
2022-03-30;1678421
2022-03-29;1413806
2022-03-28;1524423
2022-03-27;656755
2022-03-26;961641
2022-03-25;1310377
2022-03-24;1303834
2022-03-23;1394581
2022-03-22;1486131
2022-03-21;1508400
2022-03-20;727217
2022-03-19;1118134
2022-03-18;1770649
2022-03-17;1936791
2022-03-16;1842797
2022-03-15;1828066
2022-03-14;1500524
2022-03-13;733406
2022-03-12;1082815
2022-03-11;1854355
2022-03-10;1517883
2022-03-09;1493387
2022-03-08;1615984
2022-03-07;1672431
2022-03-06;806188
2022-03-05;1066096
2022-03-04;1811090
2022-03-03;2560267
2022-03-02;1881099
2022-03-01;874686
2022-02-28;746352
2022-02-27;683642
2022-02-26;1209577
2022-02-25;1898475
2022-02-24;1581443
2022-02-23;1721428
2022-02-22;1575394
2022-02-21;1520616
2022-02-20;700494
2022-02-19;1073245
2022-02-18;1582843
2022-02-17;1518063
2022-02-16;2273471
2022-02-15;1685181
2022-02-14;1721214
2022-02-13;696027
2022-02-12;991171
2022-02-11;2043749
2022-02-10;1704252
2022-02-09;1366953
2022-02-08;2117110
2022-02-07;1499703
2022-02-06;801726
2022-02-05;995981
2022-02-04;1658699
2022-02-03;1652385
2022-02-02;2313499
2022-02-01;1877223
2022-01-31;1673949
2022-01-30;686444
2022-01-29;923899
2022-01-28;1448700
2022-01-27;1544718
2022-01-26;1135868
2022-01-25;1411633
2022-01-24;1184161
2022-01-23;612381
2022-01-22;841514
2022-01-21;1338117
2022-01-20;1560472
2022-01-19;1474798
2022-01-18;1488693
2022-01-17;1691069
2022-01-16;652809
2022-01-15;921092
2022-01-14;1631235
2022-01-13;1365000
2022-01-12;1304719
2022-01-11;1321279
2022-01-10;1290406
2022-01-09;676050
2022-01-08;859896
2022-01-07;1386668
2022-01-06;1379178
2022-01-05;1333217
2022-01-04;1493883
2022-01-03;1514070
2022-01-02;668323
2022-01-01;397752
